,ma30_50_signal,ma30_200_signal,ma50_200_signal,Obv_signal,sma100_signal,macd_signal,adx_signal,stoch_signal,roc_signal,rsi_signal,cci_signal,atr_signal,wpr_signal,bb_signal,Close
231,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,69.20999908447266
232,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70.80000305175781
233,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,69.30999755859375
234,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,67.8499984741211
235,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,65.02999877929688
236,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,64.95999908447266
237,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,63.540000915527344
238,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,63.61000061035156
239,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,62.45000076293945
240,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,61.689998626708984
241,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,63.220001220703125
242,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,66.94000244140625
243,0,0,0,1,-1,0,0,-1,1,0,0,0,-1,0,69.75
244,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,70.9800033569336
245,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,69.5199966430664
246,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,71.05000305175781
247,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70.12999725341797
248,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,69.87999725341797
249,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70.11000061035156
250,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,69.93000030517578
251,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,69.05999755859375
252,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,68.91999816894531
253,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,65.63999938964844
254,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,62.93000030517578
255,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,63.349998474121094
256,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,64.93000030517578
257,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,64.91999816894531
258,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,63.06999969482422
259,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,62.439998626708984
260,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,62.619998931884766
261,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,61.40999984741211
262,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,63.08000183105469
263,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,63.189998626708984
264,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,64.54000091552734
265,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,65.30000305175781
266,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,64.6500015258789
267,0,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,65.81999969482422
268,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,65.54000091552734
269,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,62.58000183105469
270,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,62.81999969482422
271,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,62.97999954223633
272,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,65.7699966430664
273,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,67.73999786376953
274,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,65.87000274658203
